Regional Agency for Environment Protection - Friuli Venezia Giulia Region (ARPA FVG) 
www.arpa.fvg.it 
Regional Center for Environmental Modelling (CRMA) 
via Cairoli, 14 - 33057 Palmanova (UD) ITALY 
Created on 2008-02-25 09:33:37 by FVG_DEM_Reader.r on 05ACEVER3194 Windows x86 machine 
Proj: UTM ; Datum: Rome Monte Mario 1940 ; Essipsoid: International 1924   Grid: 329 x 282 points ; Step 0.01 km ; Origin: ( 408.9 , 5047.363 ) km 
km;km;m
409.48;5047.363;-9999
409.49;5047.363;-9999
409.5;5047.363;-9999
409.51;5047.363;-9999
409.52;5047.363;-9999
409.53;5047.363;-9999
409.54;5047.363;-9999
409.55;5047.363;-9999
409.56;5047.363;-9999
409.57;5047.363;-9999
409.58;5047.363;-9999
409.59;5047.363;-9999
409.6;5047.363;-9999
409.61;5047.363;-9999
409.62;5047.363;-9999
409.63;5047.363;-9999
409.64;5047.363;-9999
409.65;5047.363;-9999
409.66;5047.363;-9999
409.67;5047.363;-9999
409.68;5047.363;-9999
409.69;5047.363;-9999
409.7;5047.363;-9999
409.71;5047.363;-9999
409.72;5047.363;-9999
409.73;5047.363;-9999
409.74;5047.363;-9999
409.75;5047.363;-9999
409.76;5047.363;-9999
409.77;5047.363;-9999
409.78;5047.363;-9999
409.79;5047.363;-9999
409.8;5047.363;-9999
409.81;5047.363;-9999
409.82;5047.363;-9999
409.83;5047.363;-9999
409.84;5047.363;-9999
409.85;5047.363;-9999
409.86;5047.363;-9999
409.87;5047.363;-9999
409.88;5047.363;-9999
409.89;5047.363;-9999
409.9;5047.363;-9999
409.91;5047.363;-9999
409.92;5047.363;-9999
409.93;5047.363;-9999
409.94;5047.363;-9999
409.95;5047.363;-9999
409.96;5047.363;-9999
409.97;5047.363;-9999
409.98;5047.363;-9999
409.99;5047.363;-9999
410;5047.363;-9999
410.01;5047.363;-9999
410.02;5047.363;-9999
410.03;5047.363;-9999
410.04;5047.363;-9999
410.05;5047.363;-9999
410.06;5047.363;-9999
410.07;5047.363;-9999
410.08;5047.363;-9999
410.09;5047.363;-9999
410.1;5047.363;-9999
410.11;5047.363;-9999
410.12;5047.363;-9999
410.13;5047.363;-9999
410.14;5047.363;-9999
410.15;5047.363;-9999
410.16;5047.363;-9999
410.17;5047.363;-9999
410.18;5047.363;-9999
410.19;5047.363;-9999
410.2;5047.363;-9999
410.21;5047.363;-9999
410.22;5047.363;-9999
410.23;5047.363;-9999
410.24;5047.363;-9999
410.25;5047.363;-9999
410.26;5047.363;-9999
410.27;5047.363;-9999
410.28;5047.363;-9999
410.29;5047.363;-9999
410.3;5047.363;-9999
410.31;5047.363;-9999
410.32;5047.363;-9999
410.33;5047.363;-9999
410.34;5047.363;-9999
410.35;5047.363;-9999
410.36;5047.363;-9999
410.37;5047.363;-9999
410.38;5047.363;-9999
410.39;5047.363;-9999
410.4;5047.363;-9999
410.41;5047.363;-9999
410.42;5047.363;-9999
410.43;5047.363;-9999
410.44;5047.363;-9999
410.45;5047.363;-9999
410.46;5047.363;-9999
410.47;5047.363;-9999
410.48;5047.363;-9999
410.49;5047.363;-9999
410.5;5047.363;-9999
410.51;5047.363;-9999
410.52;5047.363;-9999
410.53;5047.363;-9999
410.54;5047.363;-9999
410.55;5047.363;-9999
410.56;5047.363;-9999
410.57;5047.363;-9999
410.58;5047.363;-9999
410.59;5047.363;-9999
410.6;5047.363;-9999
410.61;5047.363;-9999
410.62;5047.363;-9999
410.63;5047.363;-9999
410.64;5047.363;-9999
410.65;5047.363;-9999
410.66;5047.363;-9999
410.67;5047.363;-9999
410.68;5047.363;-9999
410.69;5047.363;-9999
410.7;5047.363;-9999
410.71;5047.363;-9999
410.72;5047.363;-9999
410.73;5047.363;-9999
410.74;5047.363;-9999
410.75;5047.363;-9999
410.76;5047.363;-9999
410.77;5047.363;-9999
410.78;5047.363;-9999
410.79;5047.363;-9999
410.8;5047.363;-9999
410.81;5047.363;-9999
410.82;5047.363;-9999
410.83;5047.363;-9999
410.84;5047.363;-9999
410.85;5047.363;-9999
410.86;5047.363;-9999
410.87;5047.363;-9999
410.88;5047.363;-9999
410.89;5047.363;-9999
410.9;5047.363;-9999
410.91;5047.363;-9999
410.92;5047.363;-9999
410.93;5047.363;-9999
410.94;5047.363;-9999
410.95;5047.363;-9999
410.96;5047.363;-9999
410.97;5047.363;-9999
410.98;5047.363;-9999
410.99;5047.363;-9999
411;5047.363;-9999
411.01;5047.363;-9999
411.02;5047.363;-9999
411.03;5047.363;-9999
411.04;5047.363;-9999
411.05;5047.363;-9999
411.06;5047.363;-9999
411.07;5047.363;-9999
411.08;5047.363;-9999
411.09;5047.363;-9999
411.1;5047.363;-9999
411.11;5047.363;-9999
411.12;5047.363;-9999
411.13;5047.363;-9999
411.14;5047.363;-9999
411.15;5047.363;-9999
411.16;5047.363;-9999
411.17;5047.363;-9999
411.18;5047.363;-9999
411.19;5047.363;-9999
411.2;5047.363;-9999
411.21;5047.363;-9999
411.22;5047.363;-9999
411.23;5047.363;-9999
411.24;5047.363;-9999
411.25;5047.363;-9999
411.26;5047.363;-9999
411.27;5047.363;-9999
411.28;5047.363;-9999
411.29;5047.363;-9999
411.3;5047.363;-9999
411.31;5047.363;-9999
411.32;5047.363;-9999
411.33;5047.363;-9999
411.34;5047.363;-9999
411.35;5047.363;-9999
411.36;5047.363;-9999
411.37;5047.363;-9999
411.38;5047.363;-9999
411.39;5047.363;-9999
411.4;5047.363;-9999
411.41;5047.363;-9999
411.42;5047.363;-9999
411.43;5047.363;-9999
411.44;5047.363;-9999
411.45;5047.363;-9999
411.46;5047.363;-9999
411.47;5047.363;-9999
411.48;5047.363;-9999
411.49;5047.363;-9999
411.5;5047.363;-9999
411.51;5047.363;-9999
411.52;5047.363;-9999
411.53;5047.363;-9999
411.54;5047.363;-9999
411.55;5047.363;-9999
411.56;5047.363;-9999
411.57;5047.363;-9999
411.58;5047.363;-9999
411.59;5047.363;-9999
411.6;5047.363;-9999
411.61;5047.363;-9999
411.62;5047.363;-9999
411.63;5047.363;-9999
411.64;5047.363;-9999
411.65;5047.363;-9999
411.66;5047.363;-9999
411.67;5047.363;-9999
411.68;5047.363;-9999
411.69;5047.363;-9999
411.7;5047.363;-9999
411.71;5047.363;-9999
411.72;5047.363;-9999
411.73;5047.363;-9999
411.74;5047.363;-9999
411.75;5047.363;-9999
411.76;5047.363;-9999
411.77;5047.363;-9999
411.78;5047.363;-9999
411.79;5047.363;-9999
411.8;5047.363;-9999
411.81;5047.363;-9999
411.82;5047.363;-9999
411.83;5047.363;-9999
411.84;5047.363;-9999
411.85;5047.363;-9999
411.86;5047.363;-9999
411.87;5047.363;-9999
411.88;5047.363;-9999
411.89;5047.363;-9999
411.9;5047.363;-9999
411.91;5047.363;-9999
411.92;5047.363;-9999
411.93;5047.363;-9999
411.94;5047.363;-9999
411.95;5047.363;-9999
411.96;5047.363;-9999
411.97;5047.363;-9999
411.98;5047.363;-9999
411.99;5047.363;-9999
412;5047.363;-9999
412.01;5047.363;-9999
412.02;5047.363;-9999
412.03;5047.363;-9999
412.04;5047.363;-9999
412.05;5047.363;-9999
412.06;5047.363;-9999
412.07;5047.363;-9999
412.08;5047.363;-9999
412.09;5047.363;-9999
412.1;5047.363;-9999
412.11;5047.363;-9999
412.12;5047.363;-9999
412.13;5047.363;-9999
412.14;5047.363;-9999
412.15;5047.363;-9999
412.16;5047.363;-9999
412.17;5047.363;-9999
412.18;5047.363;-9999
408.9;5047.373;-9999
408.91;5047.373;-9999
408.92;5047.373;-9999
408.93;5047.373;-9999
408.94;5047.373;-9999
408.95;5047.373;-9999
408.96;5047.373;-9999
408.97;5047.373;-9999
408.98;5047.373;-9999
408.99;5047.373;-9999
409;5047.373;-9999
409.01;5047.373;-9999
409.02;5047.373;-9999
409.03;5047.373;-9999
409.04;5047.373;-9999
409.05;5047.373;-9999
409.06;5047.373;-9999
409.07;5047.373;-9999
409.08;5047.373;-9999
409.09;5047.373;-9999
409.1;5047.373;-9999
409.11;5047.373;-9999
409.12;5047.373;-9999
409.13;5047.373;-9999
409.14;5047.373;-9999
409.15;5047.373;-9999
409.16;5047.373;-9999
409.17;5047.373;-9999
409.18;5047.373;-9999
409.19;5047.373;-9999
409.2;5047.373;-9999
409.21;5047.373;-9999
409.22;5047.373;-9999
409.23;5047.373;-9999
409.24;5047.373;-9999
409.25;5047.373;-9999
409.26;5047.373;-9999
409.27;5047.373;-9999
409.28;5047.373;-9999
409.29;5047.373;-9999
409.3;5047.373;-9999
409.31;5047.373;-9999
409.32;5047.373;-9999
409.33;5047.373;-9999
409.34;5047.373;-9999
409.35;5047.373;-9999
409.36;5047.373;-9999
409.37;5047.373;-9999
409.38;5047.373;-9999
409.39;5047.373;-9999
409.4;5047.373;-9999
409.41;5047.373;-9999
409.42;5047.373;-9999
409.43;5047.373;-9999
409.44;5047.373;-9999
409.45;5047.373;-9999
409.46;5047.373;-9999
409.47;5047.373;-9999
409.48;5047.373;-9999
409.49;5047.373;-9999
409.5;5047.373;-9999
409.51;5047.373;-9999
409.52;5047.373;-9999
409.53;5047.373;-9999
409.54;5047.373;-9999
409.55;5047.373;-9999
409.56;5047.373;-9999
409.57;5047.373;-9999
409.58;5047.373;-9999
409.59;5047.373;-9999
409.6;5047.373;-9999
409.61;5047.373;-9999
409.62;5047.373;-9999
409.63;5047.373;-9999
409.64;5047.373;-9999
409.65;5047.373;-9999
409.66;5047.373;-9999
409.67;5047.373;-9999
409.68;5047.373;-9999
409.69;5047.373;-9999
409.7;5047.373;-9999
409.71;5047.373;-9999
409.72;5047.373;-9999
409.73;5047.373;-9999
409.74;5047.373;-9999
409.75;5047.373;-9999
409.76;5047.373;-9999
409.77;5047.373;-9999
409.78;5047.373;-9999
409.79;5047.373;-9999
409.8;5047.373;-9999
409.81;5047.373;-9999
409.82;5047.373;-9999
409.83;5047.373;-9999
409.84;5047.373;-9999
409.85;5047.373;-9999
409.86;5047.373;-9999
409.87;5047.373;-9999
409.88;5047.373;-9999
409.89;5047.373;-9999
409.9;5047.373;-9999
409.91;5047.373;-9999
409.92;5047.373;-9999
409.93;5047.373;-9999
409.94;5047.373;-9999
409.95;5047.373;-9999
409.96;5047.373;-9999
409.97;5047.373;-9999
409.98;5047.373;-9999
409.99;5047.373;-9999
410;5047.373;-9999
410.01;5047.373;-9999
410.02;5047.373;-9999
410.03;5047.373;-9999
410.04;5047.373;-9999
410.05;5047.373;-9999
410.06;5047.373;-9999
410.07;5047.373;-9999
410.08;5047.373;-9999
410.09;5047.373;-9999
410.1;5047.373;-9999
410.11;5047.373;-9999
410.12;5047.373;-9999
410.13;5047.373;-9999
410.14;5047.373;-9999
410.15;5047.373;-9999
410.16;5047.373;-9999
410.17;5047.373;-9999
410.18;5047.373;-9999
410.19;5047.373;-9999
410.2;5047.373;-9999
410.21;5047.373;-9999
410.22;5047.373;-9999
410.23;5047.373;-9999
410.24;5047.373;-9999
410.25;5047.373;-9999
410.26;5047.373;-9999
410.27;5047.373;-9999
410.28;5047.373;-9999
410.29;5047.373;-9999
410.3;5047.373;-9999
410.31;5047.373;-9999
410.32;5047.373;-9999
410.33;5047.373;-9999
410.34;5047.373;-9999
410.35;5047.373;-9999
410.36;5047.373;-9999
410.37;5047.373;-9999
410.38;5047.373;-9999
410.39;5047.373;-9999
410.4;5047.373;-9999
410.41;5047.373;-9999
410.42;5047.373;-9999
410.43;5047.373;-9999
410.44;5047.373;-9999
410.45;5047.373;-9999
410.46;5047.373;-9999
410.47;5047.373;-9999
410.48;5047.373;-9999
410.49;5047.373;-9999
410.5;5047.373;-9999
410.51;5047.373;-9999
410.52;5047.373;-9999
410.53;5047.373;-9999
410.54;5047.373;-9999
410.55;5047.373;-9999
410.56;5047.373;-9999
410.57;5047.373;-9999
410.58;5047.373;-9999
410.59;5047.373;-9999
410.6;5047.373;-9999
410.61;5047.373;-9999
410.62;5047.373;-9999
410.63;5047.373;-9999
410.64;5047.373;-9999
410.65;5047.373;-9999
410.66;5047.373;-9999
410.67;5047.373;-9999
410.68;5047.373;-9999
410.69;5047.373;-9999
410.7;5047.373;-9999
410.71;5047.373;-9999
410.72;5047.373;-9999
410.73;5047.373;-9999
410.74;5047.373;-9999
410.75;5047.373;-9999
410.76;5047.373;-9999
410.77;5047.373;-9999
410.78;5047.373;-9999
410.79;5047.373;-9999
410.8;5047.373;-9999
410.81;5047.373;-9999
410.82;5047.373;-9999
410.83;5047.373;-9999
410.84;5047.373;-9999
410.85;5047.373;-9999
410.86;5047.373;-9999
410.87;5047.373;-9999
410.88;5047.373;-9999
410.89;5047.373;-9999
410.9;5047.373;-9999
410.91;5047.373;-9999
410.92;5047.373;-9999
410.93;5047.373;-9999
410.94;5047.373;-9999
410.95;5047.373;-9999
410.96;5047.373;-9999
410.97;5047.373;-9999
410.98;5047.373;-9999
410.99;5047.373;-9999
411;5047.373;-9999
411.01;5047.373;-9999
411.02;5047.373;-9999
411.03;5047.373;-9999
411.04;5047.373;-9999
411.05;5047.373;-9999
411.06;5047.373;-9999
411.07;5047.373;-9999
411.08;5047.373;-9999
411.09;5047.373;-9999
411.1;5047.373;-9999
411.11;5047.373;-9999
411.12;5047.373;-9999
411.13;5047.373;-9999
411.14;5047.373;-9999
411.15;5047.373;-9999
411.16;5047.373;-9999
411.17;5047.373;-9999
411.18;5047.373;-9999
411.19;5047.373;-9999
411.2;5047.373;-9999
411.21;5047.373;-9999
411.22;5047.373;-9999
411.23;5047.373;-9999
411.24;5047.373;-9999
411.25;5047.373;-9999
411.26;5047.373;-9999
411.27;5047.373;-9999
411.28;5047.373;-9999
411.29;5047.373;-9999
411.3;5047.373;-9999
411.31;5047.373;-9999
411.32;5047.373;-9999
411.33;5047.373;-9999
411.34;5047.373;-9999
411.35;5047.373;-9999
411.36;5047.373;-9999
411.37;5047.373;-9999
411.38;5047.373;-9999
411.39;5047.373;-9999
411.4;5047.373;-9999
411.41;5047.373;-9999
411.42;5047.373;-9999
411.43;5047.373;-9999
411.44;5047.373;-9999
411.45;5047.373;-9999
411.46;5047.373;-9999
411.47;5047.373;-9999
411.48;5047.373;-9999
411.49;5047.373;-9999
411.5;5047.373;-9999
411.51;5047.373;-9999
411.52;5047.373;-9999
411.53;5047.373;-9999
411.54;5047.373;-9999
411.55;5047.373;-9999
411.56;5047.373;-9999
411.57;5047.373;-9999
411.58;5047.373;-9999
411.59;5047.373;-9999
411.6;5047.373;-9999
411.61;5047.373;-9999
411.62;5047.373;-9999
411.63;5047.373;-9999
411.64;5047.373;-9999
411.65;5047.373;-9999
411.66;5047.373;-9999
411.67;5047.373;-9999
411.68;5047.373;-9999
411.69;5047.373;-9999
411.7;5047.373;-9999
411.71;5047.373;-9999
411.72;5047.373;-9999
411.73;5047.373;-9999
411.74;5047.373;-9999
411.75;5047.373;-9999
411.76;5047.373;-9999
411.77;5047.373;-9999
411.78;5047.373;-9999
411.79;5047.373;-9999
411.8;5047.373;-9999
411.81;5047.373;-9999
411.82;5047.373;-9999
411.83;5047.373;-9999
411.84;5047.373;-9999
411.85;5047.373;-9999
411.86;5047.373;-9999
411.87;5047.373;-9999
411.88;5047.373;-9999
411.89;5047.373;-9999
411.9;5047.373;-9999
411.91;5047.373;-9999
411.92;5047.373;-9999
411.93;5047.373;-9999
411.94;5047.373;-9999
411.95;5047.373;-9999
411.96;5047.373;-9999
411.97;5047.373;-9999
411.98;5047.373;-9999
411.99;5047.373;-9999
412;5047.373;-9999
412.01;5047.373;-9999
412.02;5047.373;-9999
412.03;5047.373;-9999
412.04;5047.373;-9999
412.05;5047.373;-9999
412.06;5047.373;-9999
412.07;5047.373;-9999
412.08;5047.373;-9999
412.09;5047.373;-9999
412.1;5047.373;-9999
412.11;5047.373;-9999
412.12;5047.373;-9999
412.13;5047.373;-9999
412.14;5047.373;-9999
412.15;5047.373;-9999
412.16;5047.373;-9999
412.17;5047.373;-9999
412.18;5047.373;-9999
408.9;5047.383;-9999
408.91;5047.383;-9999
408.92;5047.383;-9999
408.93;5047.383;-9999
408.94;5047.383;-9999
408.95;5047.383;-9999
408.96;5047.383;-9999
408.97;5047.383;-9999
408.98;5047.383;-9999
408.99;5047.383;-9999
409;5047.383;-9999
409.01;5047.383;-9999
409.02;5047.383;-9999
409.03;5047.383;-9999
409.04;5047.383;-9999
409.05;5047.383;-9999
409.06;5047.383;-9999
409.07;5047.383;-9999
409.08;5047.383;-9999
409.09;5047.383;-9999
409.1;5047.383;-9999
409.11;5047.383;-9999
409.12;5047.383;-9999
409.13;5047.383;-9999
409.14;5047.383;-9999
409.15;5047.383;-9999
409.16;5047.383;-9999
409.17;5047.383;-9999
409.18;5047.383;-9999
409.19;5047.383;-9999
409.2;5047.383;-9999
409.21;5047.383;-9999
409.22;5047.383;-9999
409.23;5047.383;-9999
409.24;5047.383;-9999
409.25;5047.383;-9999
409.26;5047.383;-9999
409.27;5047.383;-9999
409.28;5047.383;-9999
409.29;5047.383;-9999
409.3;5047.383;-9999
409.31;5047.383;-9999
409.32;5047.383;-9999
409.33;5047.383;-9999
409.34;5047.383;-9999
409.35;5047.383;-9999
409.36;5047.383;-9999
409.37;5047.383;-9999
409.38;5047.383;-9999
409.39;5047.383;-9999
409.4;5047.383;-9999
409.41;5047.383;-9999
409.42;5047.383;-9999
409.43;5047.383;-9999
409.44;5047.383;-9999
409.45;5047.383;-9999
409.46;5047.383;-9999
409.47;5047.383;-9999
409.48;5047.383;-9999
409.49;5047.383;-9999
409.5;5047.383;-9999
409.51;5047.383;-9999
409.52;5047.383;-9999
409.53;5047.383;-9999
409.54;5047.383;-9999
409.55;5047.383;-9999
409.56;5047.383;-9999
409.57;5047.383;-9999
409.58;5047.383;-9999
409.59;5047.383;-9999
409.6;5047.383;-9999
409.61;5047.383;-9999
409.62;5047.383;-9999
409.63;5047.383;-9999
409.64;5047.383;-9999
409.65;5047.383;-9999
409.66;5047.383;-9999
409.67;5047.383;-9999
409.68;5047.383;-9999
409.69;5047.383;-9999
409.7;5047.383;-9999
409.71;5047.383;-9999
409.72;5047.383;-9999
409.73;5047.383;-9999
409.74;5047.383;-9999
409.75;5047.383;-9999
409.76;5047.383;-9999
409.77;5047.383;-9999
409.78;5047.383;-9999
409.79;5047.383;-9999
409.8;5047.383;-9999
409.81;5047.383;-9999
409.82;5047.383;-9999
409.83;5047.383;-9999
409.84;5047.383;-9999
409.85;5047.383;-9999
409.86;5047.383;-9999
409.87;5047.383;-9999
409.88;5047.383;-9999
409.89;5047.383;-9999
409.9;5047.383;-9999
409.91;5047.383;-9999
409.92;5047.383;-9999
409.93;5047.383;-9999
409.94;5047.383;-9999
409.95;5047.383;-9999
409.96;5047.383;-9999
409.97;5047.383;-9999
409.98;5047.383;-9999
409.99;5047.383;-9999
410;5047.383;-9999
410.01;5047.383;-9999
410.02;5047.383;-9999
410.03;5047.383;-9999
410.04;5047.383;-9999
410.05;5047.383;-9999
410.06;5047.383;-9999
410.07;5047.383;-9999
410.08;5047.383;-9999
410.09;5047.383;-9999
410.1;5047.383;-9999
410.11;5047.383;-9999
410.12;5047.383;-9999
410.13;5047.383;-9999
410.14;5047.383;-9999
410.15;5047.383;-9999
410.16;5047.383;-9999
410.17;5047.383;-9999
410.18;5047.383;-9999
410.19;5047.383;-9999
410.2;5047.383;-9999
410.21;5047.383;-9999
410.22;5047.383;-9999
410.23;5047.383;-9999
410.24;5047.383;-9999
410.25;5047.383;-9999
410.26;5047.383;-9999
410.27;5047.383;-9999
410.28;5047.383;-9999
410.29;5047.383;-9999
410.3;5047.383;-9999
410.31;5047.383;-9999
410.32;5047.383;-9999
410.33;5047.383;-9999
410.34;5047.383;-9999
410.35;5047.383;-9999
410.36;5047.383;-9999
410.37;5047.383;-9999
410.38;5047.383;-9999
410.39;5047.383;-9999
410.4;5047.383;-9999
410.41;5047.383;-9999
410.42;5047.383;-9999
410.43;5047.383;-9999
410.44;5047.383;-9999
410.45;5047.383;-9999
410.46;5047.383;-9999
410.47;5047.383;-9999
410.48;5047.383;-9999
410.49;5047.383;-9999
410.5;5047.383;-9999
410.51;5047.383;-9999
410.52;5047.383;-9999
410.53;5047.383;-9999
410.54;5047.383;-9999
410.55;5047.383;-9999
410.56;5047.383;-9999
410.57;5047.383;-9999
410.58;5047.383;-9999
410.59;5047.383;-9999
410.6;5047.383;-9999
410.61;5047.383;-9999
410.62;5047.383;-9999
410.63;5047.383;-9999
410.64;5047.383;-9999
410.65;5047.383;-9999
410.66;5047.383;-9999
410.67;5047.383;-9999
410.68;5047.383;-9999
410.69;5047.383;-9999
410.7;5047.383;-9999
410.71;5047.383;-9999
410.72;5047.383;-9999
410.73;5047.383;-9999
410.74;5047.383;-9999
410.75;5047.383;-9999
410.76;5047.383;-9999
410.77;5047.383;-9999
410.78;5047.383;-9999
410.79;5047.383;-9999
410.8;5047.383;-9999
410.81;5047.383;-9999
410.82;5047.383;-9999
410.83;5047.383;-9999
410.84;5047.383;-9999
410.85;5047.383;-9999
410.86;5047.383;-9999
410.87;5047.383;-9999
410.88;5047.383;-9999
410.89;5047.383;-9999
410.9;5047.383;-9999
410.91;5047.383;-9999
410.92;5047.383;-9999
410.93;5047.383;-9999
410.94;5047.383;-9999
410.95;5047.383;-9999
410.96;5047.383;-9999
410.97;5047.383;-9999
410.98;5047.383;-9999
410.99;5047.383;-9999
411;5047.383;-9999
411.01;5047.383;-9999
411.02;5047.383;-9999
411.03;5047.383;-9999
411.04;5047.383;-9999
411.05;5047.383;-9999
411.06;5047.383;-9999
411.07;5047.383;-9999
411.08;5047.383;-9999
411.09;5047.383;-9999
411.1;5047.383;-9999
411.11;5047.383;-9999
411.12;5047.383;-9999
411.13;5047.383;-9999
411.14;5047.383;-9999
411.15;5047.383;-9999
411.16;5047.383;-9999
411.17;5047.383;-9999
411.18;5047.383;-9999
411.19;5047.383;-9999
411.2;5047.383;-9999
411.21;5047.383;-9999
411.22;5047.383;-9999
411.23;5047.383;-9999
411.24;5047.383;-9999
411.25;5047.383;-9999
411.26;5047.383;-9999
411.27;5047.383;-9999
411.28;5047.383;-9999
411.29;5047.383;-9999
411.3;5047.383;-9999
411.31;5047.383;-9999
411.32;5047.383;-9999
411.33;5047.383;-9999
411.34;5047.383;-9999
411.35;5047.383;-9999
411.36;5047.383;-9999
411.37;5047.383;-9999
411.38;5047.383;-9999
411.39;5047.383;-9999
411.4;5047.383;-9999
411.41;5047.383;-9999
411.42;5047.383;-9999
411.43;5047.383;-9999
411.44;5047.383;-9999
411.45;5047.383;-9999
411.46;5047.383;-9999
411.47;5047.383;-9999
411.48;5047.383;-9999
411.49;5047.383;-9999
411.5;5047.383;-9999
411.51;5047.383;-9999
411.52;5047.383;-9999
411.53;5047.383;-9999
411.54;5047.383;-9999
411.55;5047.383;-9999
411.56;5047.383;-9999
411.57;5047.383;-9999
411.58;5047.383;-9999
411.59;5047.383;-9999
411.6;5047.383;-9999
411.61;5047.383;-9999
411.62;5047.383;-9999
411.63;5047.383;-9999
411.64;5047.383;-9999
411.65;5047.383;-9999
411.66;5047.383;-9999
411.67;5047.383;-9999
411.68;5047.383;-9999
411.69;5047.383;-9999
411.7;5047.383;-9999
411.71;5047.383;-9999
411.72;5047.383;-9999
411.73;5047.383;-9999
411.74;5047.383;-9999
411.75;5047.383;-9999
411.76;5047.383;-9999
411.77;5047.383;-9999
411.78;5047.383;-9999
411.79;5047.383;-9999
411.8;5047.383;-9999
411.81;5047.383;-9999
411.82;5047.383;-9999
411.83;5047.383;-9999
411.84;5047.383;-9999
411.85;5047.383;-9999
411.86;5047.383;-9999
411.87;5047.383;-9999
411.88;5047.383;-9999
411.89;5047.383;-9999
411.9;5047.383;-9999
411.91;5047.383;-9999
411.92;5047.383;-9999
411.93;5047.383;-9999
411.94;5047.383;-9999
411.95;5047.383;-9999
411.96;5047.383;-9999
411.97;5047.383;-9999
411.98;5047.383;-9999
411.99;5047.383;-9999
412;5047.383;-9999
412.01;5047.383;-9999
412.02;5047.383;-9999
412.03;5047.383;-9999
412.04;5047.383;-9999
412.05;5047.383;-9999
412.06;5047.383;-9999
412.07;5047.383;-9999
412.08;5047.383;-9999
412.09;5047.383;-9999
412.1;5047.383;-9999
412.11;5047.383;-9999
412.12;5047.383;-9999
412.13;5047.383;-9999
412.14;5047.383;-9999
412.15;5047.383;-9999
412.16;5047.383;-9999
412.17;5047.383;-9999
412.18;5047.383;-9999
408.9;5047.393;-9999
408.91;5047.393;-9999
408.92;5047.393;-9999
408.93;5047.393;-9999
408.94;5047.393;-9999
408.95;5047.393;-9999
408.96;5047.393;-9999
408.97;5047.393;-9999
408.98;5047.393;-9999
408.99;5047.393;-9999
409;5047.393;-9999
409.01;5047.393;-9999
409.02;5047.393;-9999
409.03;5047.393;-9999
409.04;5047.393;-9999
409.05;5047.393;-9999
409.06;5047.393;-9999
409.07;5047.393;-9999
409.08;5047.393;-9999
409.09;5047.393;-9999
409.1;5047.393;-9999
409.11;5047.393;-9999
409.12;5047.393;-9999
409.13;5047.393;-9999
409.14;5047.393;-9999
409.15;5047.393;-9999
409.16;5047.393;-9999
409.17;5047.393;-9999
409.18;5047.393;-9999
409.19;5047.393;-9999
409.2;5047.393;-9999
409.21;5047.393;-9999
409.22;5047.393;-9999
409.23;5047.393;-9999
409.24;5047.393;-9999
409.25;5047.393;-9999
409.26;5047.393;-9999
409.27;5047.393;-9999
409.28;5047.393;-9999
409.29;5047.393;-9999
409.3;5047.393;-9999
409.31;5047.393;-9999
409.32;5047.393;-9999
409.33;5047.393;-9999
409.34;5047.393;-9999
409.35;5047.393;-9999
409.36;5047.393;-9999
409.37;5047.393;-9999
409.38;5047.393;-9999
409.39;5047.393;-9999
409.4;5047.393;-9999
409.41;5047.393;-9999
