SEA.DAT         2.0             Header structure with coordinate parameters                     
   1
Produced by User                                                                 
UTM     
  19N   
NAS-C   10-10-2002  
KM  
00053    'IOSN'
  367.64 4758.21  70.600 19.2 88 190 16 88 190 16 9999.0  295.1 9999.0 9999.0 9999.0 9999.0    9.9  177.0
  367.64 4758.21  70.600 19.2 88 190 17 88 190 17 9999.0  295.0 9999.0 9999.0 9999.0 9999.0    9.9  185.0
  367.64 4758.21  70.600 19.2 88 190 18 88 190 18 9999.0  296.5 9999.0 9999.0 9999.0 9999.0    9.2  192.0
  367.64 4758.21  70.600 19.2 88 190 19 88 190 19 9999.0  296.6 9999.0 9999.0 9999.0 9999.0    9.6  200.0
  367.64 4758.21  70.600 19.2 88 190 20 88 190 20 9999.0  298.8 9999.0 9999.0 9999.0 9999.0    7.5  204.0
  367.64 4758.21  70.600 19.2 88 190 21 88 190 21 9999.0  297.3 9999.0 9999.0 9999.0 9999.0    8.0  223.0
  367.64 4758.21  70.600 19.2 88 190 22 88 190 22 9999.0  294.6 9999.0 9999.0 9999.0 9999.0    4.8  235.0
  367.64 4758.21  70.600 19.2 88 190 23 88 190 23 9999.0  298.0 9999.0 9999.0 9999.0 9999.0    7.5  235.0
  367.64 4758.21  70.600 19.2 88 191  0 88 191  0 9999.0  294.6 9999.0 9999.0 9999.0 9999.0    8.5  210.0

