SEA.DAT         2.0             Header structure with coordinate parameters                     
   1
Produced by User                                                                 
UTM     
  19N   
NAS-C   10-10-2002  
KM  
00056    'BUZM'
  330.04 4584.61  71.000 43.3 88 189  0 88 189  0 9999.0  291.9 9999.0 9999.0 9999.0 9999.0    7.7  210.0
  330.04 4584.61  71.000 43.3 88 189  1 88 189  1 9999.0  291.9 9999.0 9999.0 9999.0 9999.0    8.3  240.0
  330.04 4584.61  71.000 43.3 88 189  2 88 189  2 9999.0  291.9 9999.0 9999.0 9999.0 9999.0    7.2  240.0
  330.04 4584.61  71.000 43.3 88 189  3 88 189  3 9999.0  291.8 9999.0 9999.0 9999.0 9999.0    6.7  240.0
  330.04 4584.61  71.000 43.3 88 189  4 88 189  4 9999.0  291.6 9999.0 9999.0 9999.0 9999.0    5.7  240.0
  330.04 4584.61  71.000 43.3 88 189  5 88 189  5 9999.0  291.9 9999.0 9999.0 9999.0 9999.0    5.2  210.0
  330.04 4584.61  71.000 43.3 88 189  6 88 189  6 9999.0  291.9 9999.0 9999.0 9999.0 9999.0    6.2  210.0
  330.04 4584.61  71.000 43.3 88 189  7 88 189  7 9999.0  292.0 9999.0 9999.0 9999.0 9999.0    6.7  210.0
  330.04 4584.61  71.000 43.3 88 189  8 88 189  8 9999.0  291.9 9999.0 9999.0 9999.0 9999.0    7.2  240.0
  330.04 4584.61  71.000 43.3 88 189  9 88 189  9 9999.0  291.9 9999.0 9999.0 9999.0 9999.0    8.3  190.0
  330.04 4584.61  71.000 43.3 88 189 10 88 189 10 9999.0  292.4 9999.0 9999.0 9999.0 9999.0    9.8  210.0
  330.04 4584.61  71.000 43.3 88 189 11 88 189 11 9999.0  292.3 9999.0 9999.0 9999.0 9999.0    8.3  220.0
  330.04 4584.61  71.000 43.3 88 189 12 88 189 12 9999.0  292.4 9999.0 9999.0 9999.0 9999.0    8.8  200.0
  330.04 4584.61  71.000 43.3 88 189 13 88 189 13 9999.0  292.0 9999.0 9999.0 9999.0 9999.0    7.2  210.0
  330.04 4584.61  71.000 43.3 88 189 14 88 189 14 9999.0  292.4 9999.0 9999.0 9999.0 9999.0    7.7  200.0
  330.04 4584.61  71.000 43.3 88 189 15 88 189 15 9999.0  292.9 9999.0 9999.0 9999.0 9999.0   10.3  210.0
  330.04 4584.61  71.000 43.3 88 189 16 88 189 16 9999.0  292.8 9999.0 9999.0 9999.0 9999.0    8.8  220.0
  330.04 4584.61  71.000 43.3 88 189 17 88 189 17 9999.0  292.6 9999.0 9999.0 9999.0 9999.0    7.2  200.0
  330.04 4584.61  71.000 43.3 88 189 18 88 189 18 9999.0  292.4 9999.0 9999.0 9999.0 9999.0    8.3  190.0
  330.04 4584.61  71.000 43.3 88 189 19 88 189 19 9999.0  292.4 9999.0 9999.0 9999.0 9999.0   10.3  180.0
  330.04 4584.61  71.000 43.3 88 189 20 88 189 20 9999.0  292.4 9999.0 9999.0 9999.0 9999.0   10.3  180.0
  330.04 4584.61  71.000 43.3 88 189 21 88 189 21 9999.0  292.6 9999.0 9999.0 9999.0 9999.0    9.3  200.0
  330.04 4584.61  71.000 43.3 88 189 22 88 189 22 9999.0  292.4 9999.0 9999.0 9999.0 9999.0    9.3  200.0
  330.04 4584.61  71.000 43.3 88 189 23 88 189 23 9999.0  292.3 9999.0 9999.0 9999.0 9999.0   10.8  200.0
  330.04 4584.61  71.000 43.3 88 190  0 88 190  0 9999.0  292.4 9999.0 9999.0 9999.0 9999.0   10.3  200.0
  330.04 4584.61  71.000 43.3 88 190  1 88 190  1 9999.0  292.4 9999.0 9999.0 9999.0 9999.0    8.3  210.0
  330.04 4584.61  71.000 43.3 88 190  2 88 190  2 9999.0  292.0 9999.0 9999.0 9999.0 9999.0    9.3  190.0
  330.04 4584.61  71.000 43.3 88 190  3 88 190  3 9999.0  292.4 9999.0 9999.0 9999.0 9999.0    9.8  210.0
  330.04 4584.61  71.000 43.3 88 190  4 88 190  4 9999.0  292.3 9999.0 9999.0 9999.0 9999.0    7.7  200.0
  330.04 4584.61  71.000 43.3 88 190  5 88 190  5 9999.0  292.3 9999.0 9999.0 9999.0 9999.0    8.8  200.0
  330.04 4584.61  71.000 43.3 88 190  6 88 190  6 9999.0  292.1 9999.0 9999.0 9999.0 9999.0    9.3  200.0
  330.04 4584.61  71.000 43.3 88 190  7 88 190  7 9999.0  292.4 9999.0 9999.0 9999.0 9999.0    7.2  210.0
  330.04 4584.61  71.000 43.3 88 190  8 88 190  8 9999.0  292.3 9999.0 9999.0 9999.0 9999.0    5.2  210.0
  330.04 4584.61  71.000 43.3 88 190  9 88 190  9 9999.0  292.3 9999.0 9999.0 9999.0 9999.0    5.2  220.0
  330.04 4584.61  71.000 43.3 88 190 10 88 190 10 9999.0  292.5 9999.0 9999.0 9999.0 9999.0    5.7  190.0
  330.04 4584.61  71.000 43.3 88 190 11 88 190 11 9999.0  292.6 9999.0 9999.0 9999.0 9999.0    7.2  190.0
  330.04 4584.61  71.000 43.3 88 190 12 88 190 12 9999.0  292.8 9999.0 9999.0 9999.0 9999.0    6.7  190.0
  330.04 4584.61  71.000 43.3 88 190 13 88 190 13 9999.0  292.8 9999.0 9999.0 9999.0 9999.0    7.7  200.0
  330.04 4584.61  71.000 43.3 88 190 14 88 190 14 9999.0  292.8 9999.0 9999.0 9999.0 9999.0    8.8  190.0
  330.04 4584.61  71.000 43.3 88 190 15 88 190 15 9999.0  292.9 9999.0 9999.0 9999.0 9999.0    8.3  200.0
  330.04 4584.61  71.000 43.3 88 190 16 88 190 16 9999.0  293.1 9999.0 9999.0 9999.0 9999.0    8.3  200.0
  330.04 4584.61  71.000 43.3 88 190 17 88 190 17 9999.0  292.9 9999.0 9999.0 9999.0 9999.0    7.7  200.0
  330.04 4584.61  71.000 43.3 88 190 18 88 190 18 9999.0  292.9 9999.0 9999.0 9999.0 9999.0    7.7  200.0
  330.04 4584.61  71.000 43.3 88 190 19 88 190 19 9999.0  292.9 9999.0 9999.0 9999.0 9999.0    8.3  200.0
  330.04 4584.61  71.000 43.3 88 190 20 88 190 20 9999.0  292.5 9999.0 9999.0 9999.0 9999.0    8.3  200.0
  330.04 4584.61  71.000 43.3 88 190 21 88 190 21 9999.0  292.5 9999.0 9999.0 9999.0 9999.0    8.8  200.0
  330.04 4584.61  71.000 43.3 88 190 22 88 190 22 9999.0  292.5 9999.0 9999.0 9999.0 9999.0    8.8  200.0
  330.04 4584.61  71.000 43.3 88 190 23 88 190 23 9999.0  292.4 9999.0 9999.0 9999.0 9999.0    8.3  220.0
  330.04 4584.61  71.000 43.3 88 191  0 88 191  0 9999.0  292.1 9999.0 9999.0 9999.0 9999.0    6.7  210.0

