GEO.DAT         2.1             Header structure with coordinate parameters                     
   2
Produced by MAKEGEO Version: 3.11  Level: 100301                                
5/19/2014                                                
UTM     
  33N   
WGS-84  02-21-2003  
      37      33     385.000    5041.000       1.000       1.000
KM  M   
 1          - LAND USE DATA - (1=new categories)
   14  50  55 - NLU, IWAT1, IWAT2
   10  20 -20  30  40  51  54  55  60  61  62  70  80  90
   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   1.50,  21.70,  23.90,  19.10,  46.10,  69.90, 108.00, 174.20, 279.60, 350.60, 437.40, 488.00, 591.90, 609.60, 536.50, 533.20, 608.80, 724.10
   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   4.60,  28.00,  13.40,   5.80,   0.40,   1.30,   2.40,   9.30,  13.30,  56.00,  61.00, 272.90, 343.90, 301.60, 376.80, 471.90, 537.20, 513.80, 514.70, 530.70, 589.50, 660.20
   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,  21.80, 109.10, 126.00,  54.30,  21.90,   2.60,  21.30,  75.00,  64.10,  36.60,  65.60, 280.60, 412.20, 383.40, 431.40, 424.30, 477.90, 491.00, 493.90, 506.00, 555.10, 589.70
   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.80,  13.50,  33.40,  74.70, 137.00,  69.50, 119.20,  77.00,   5.50,  64.40,  99.40, 118.90, 224.80, 390.00, 423.20, 402.30, 413.30, 469.20, 476.90, 495.30, 473.20, 487.40, 508.80, 541.50
   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   4.50,  21.70,  57.30, 113.90, 141.30, 173.70, 141.00,  28.40,  44.00,  87.50,  53.30, 182.20, 342.90, 411.20, 431.30, 397.80, 444.60, 473.90, 583.40, 573.70, 533.40, 496.20, 521.40
   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   6.10,  37.10,  58.70,  66.50,  83.60,  81.90, 148.30, 168.30,  93.30,  67.40, 287.30, 396.50, 434.20, 426.60, 432.10, 455.50, 618.10, 708.60, 710.20, 539.70, 495.60
   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   1.70,   2.90,   2.50,  10.70,  60.40, 129.00, 177.70, 246.80, 199.20,  71.30, 167.90, 388.60, 435.60, 446.20, 457.90, 467.10, 551.80, 773.50, 731.90, 692.10, 535.20
   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   2.30,   1.70,  12.20,  12.80,  18.00, 106.30, 189.90, 231.30, 207.30, 172.90, 141.20, 312.30, 402.80, 432.40, 440.50, 446.80, 502.70, 752.80, 812.90, 695.80, 602.30
   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.60,   2.80,  49.80,  51.10,  15.70,   3.80,   3.20,   1.70,  16.10,  29.60,  30.00,  22.50,  71.00,  95.30, 124.80, 125.00, 152.00, 236.10, 374.00, 420.80, 444.60, 453.40, 484.20, 723.50, 797.70, 743.40, 683.80
   0.00,   0.00,   0.00,   0.00,   0.00,   2.20,  34.60,  39.70,   9.20,   1.80,   7.50,  23.00,  95.80, 161.60,  76.90,  16.30,   7.60,  25.60,  29.30,  64.80,  80.10,  97.00,  90.00, 124.70, 149.90, 138.60,  97.80, 109.30, 275.20, 419.50, 428.60, 468.80, 488.20, 680.90, 902.70, 784.60, 700.20
